Threat_date,Title,Summary,Source,Location,Threat_level
2020-11-10,Microsoft CVE-2020-17026: Windows Remote Access Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17026/,,4
2020-11-10,Microsoft CVE-2020-17057: Windows Win32k Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17057/,,4
2020-11-10,Microsoft CVE-2020-17074: Windows Update Orchestrator Service Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17074/,,4
2020-11-10,Microsoft CVE-2020-17010: Win32k Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17010/,,4
2020-11-10,Microsoft CVE-2020-17012: Windows Bind Filter Driver Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17012/,,4
2020-11-10,Microsoft CVE-2020-17066: Microsoft Excel Remote Code Execution Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17066/,,4
2020-11-10,Microsoft CVE-2020-17038: Win32k Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17038/,,4
2020-11-10,Microsoft CVE-2020-17049: Kerberos Security Feature Bypass Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17049/,,4
2020-11-10,Microsoft CVE-2020-17017: Microsoft SharePoint Information Disclosure Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17017/,,4
2020-11-10,Microsoft CVE-2020-17048: Chakra Scripting Engine Memory Corruption Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17048/,,4
2020-11-10,Microsoft CVE-2020-17073: Windows Update Orchestrator Service Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17073/,,4
2020-11-10,Microsoft CVE-2020-17067: Microsoft Excel Security Feature Bypass Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17067/,,4
2020-11-10,Microsoft CVE-2020-1599: Windows Spoofing Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-1599/,,4
2020-11-10,Microsoft CVE-2020-17113: Windows Camera Codec Information Disclosure Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17113/,,4
2020-11-10,Microsoft CVE-2020-17043: Windows Remote Access Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17043/,,4
2020-11-10,Microsoft CVE-2020-17053: Internet Explorer Memory Corruption Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17053/,,4
2020-11-10,Microsoft CVE-2020-17042: Windows Print Spooler Remote Code Execution Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17042/,,4
2020-11-10,Microsoft CVE-2020-17085: Microsoft Exchange Server Denial of Service Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17085/,,4
2020-11-10,Microsoft CVE-2020-16898: Windows TCP/IP Remote Code Execution Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-16898/,,6
2020-11-10,Microsoft CVE-2020-17035: Windows Kernel Elevation of Privilege Vulnerability,,https://www.rapid7.com/db/vulnerabilities/msft-cve-2020-17035/,,4
